pickup_latitude,pickup_longitude,n
40.787,-73.957,9
40.757,-73.993,35
40.718,-73.999,8
40.729,-73.977,3
40.765,-73.976,50
40.75,-73.994,81
40.759,-73.997,2
40.75,-74.002,38
40.722,-74.01,17
40.707,-74.014,3
40.758,-73.961,6
40.749,-73.977,46
40.771,-73.875,5
40.76,-73.961,22
40.766,-73.964,23
40.736,-74.007,23
40.711,-73.962,4
40.809,-73.963,4
40.761,-73.981,10
40.732,-73.984,9
40.771,-73.955,3
40.714,-74.007,12
40.718,-73.995,22
40.775,-73.953,7
40.796,-73.965,9
40.725,-74.008,9
40.76,-73.976,99
40.778,-73.948,18
40.798,-73.97,21
40.762,-73.963,37
40.717,-74.007,7
40.793,-73.967,36
40.716,-74.004,11
40.782,-73.957,7
40.755,-73.989,14
40.711,-74.013,1
40.752,-73.983,9
40.723,-73.988,79
40.787,-73.95,14
40.775,-73.984,14
40.862,-73.891,2
40.705,-74.009,30
40.719,-73.963,3
40.728,-73.991,81
40.668,-73.877,1
40.749,-73.989,95
40.717,-74.0,3
40.757,-73.969,50
40.795,-73.97,15
40.745,-73.997,19
40.72,-73.997,43
40.705,-74.015,13
40.773,-73.977,17
40.733,-74.009,15
40.788,-73.944,7
40.763,-73.973,27
40.767,-73.98,13
40.728,-74.0,38
40.739,-73.979,2
40.797,-73.938,14
40.676,-73.984,3
40.747,-74.004,13
40.73,-73.987,65
40.761,-73.958,10
40.762,-74.0,28
40.778,-73.956,18
40.714,-73.997,18
40.724,-73.992,39
40.714,-74.008,18
40.77,-73.954,45
40.666,-73.993,1
40.744,-73.99,22
40.752,-73.967,4
40.752,-73.94,3
40.769,-73.867,1
40.636,-73.967,1
40.759,-73.995,23
40.745,-74.007,10
40.783,-73.971,40
40.735,-73.993,24
40.791,-73.977,3
40.741,-74.001,28
40.775,-73.98,37
40.732,-73.987,20
40.719,-73.986,12
40.715,-73.981,1
40.752,-73.992,20
40.725,-74.001,9
40.753,-73.966,18
40.704,-74.011,27
40.799,-73.971,6
40.657,-73.794,2
40.723,-73.998,35
40.715,-74.006,10
40.72,-73.988,65
40.745,-73.972,12
40.779,-73.952,3
40.778,-73.983,20
40.79,-73.969,10
40.753,-73.997,30
40.802,-73.961,11
40.774,-73.829,1
40.781,-73.954,13
40.724,-73.995,3
40.761,-74.002,4
40.753,-73.994,15
40.722,-74.008,23
40.75,-73.989,18
40.757,-73.977,31
40.746,-73.99,35
40.715,-74.015,40
40.728,-73.99,1
40.709,-73.958,1
40.755,-74.003,9
40.76,-73.968,39
40.765,-73.996,19
40.646,-73.781,1
40.646,-73.789,2
40.749,-73.986,11
40.732,-74.003,21
40.723,-73.986,44
40.692,-73.982,8
40.738,-73.998,7
40.772,-73.98,3
40.744,-73.991,18
40.769,-73.864,16
40.772,-73.991,2
40.785,-73.957,4
40.779,-73.958,82
40.64,-73.957,2
40.745,-73.915,2
40.702,-73.993,3
40.756,-73.98,14
40.801,-73.967,3
40.784,-73.948,9
40.745,-74.009,8
40.759,-73.994,29
40.714,-73.998,34
40.723,-73.991,13
40.838,-73.942,2
40.759,-73.978,30
40.712,-73.993,2
40.755,-73.993,22
40.792,-73.975,4
40.777,-73.975,12
40.723,-73.953,2
40.72,-73.991,9
40.773,-73.967,16
40.726,-74.003,4
40.785,-73.949,8
40.771,-73.877,1
40.741,-73.984,22
40.787,-73.942,5
40.791,-73.966,3
40.777,-73.957,30
40.791,-73.943,4
40.776,-73.977,5
40.723,-74.002,13
40.79,-73.98,1
40.722,-74.012,3
40.763,-73.961,2
40.684,-73.998,2
40.719,-73.985,27
40.691,-73.998,4
40.798,-73.949,2
40.771,-73.868,2
40.645,-73.795,1
40.733,-73.986,23
40.719,-74.024,1
40.716,-73.996,17
40.751,-73.993,4
40.737,-73.994,14
40.752,-73.945,7
40.752,-73.989,8
40.78,-73.944,5
40.784,-73.972,4
40.711,-74.01,29
40.765,-73.994,2
40.795,-73.944,9
40.71,-74.008,21
40.76,-73.92,1
40.72,-73.985,7
40.745,-74.003,23
40.709,-74.006,13
40.74,-73.996,17
40.731,-73.979,4
40.772,-73.926,3
40.799,-73.967,9
40.64,-73.937,1
40.727,-74.004,10
40.789,-73.966,2
40.74,-74.005,29
40.778,-73.95,5
40.748,-73.992,39
40.751,-73.969,9
40.776,-73.959,24
40.738,-73.982,8
40.742,-74.008,12
40.752,-74.006,1
40.816,-73.958,1
40.717,-73.99,5
40.716,-74.01,9
40.711,-74.005,1
40.782,-73.95,4
40.616,-74.016,1
40.718,-73.958,4
40.728,-74.006,4
40.848,-73.938,3
40.69,-73.994,3
40.709,-73.998,1
40.767,-73.984,34
40.77,-73.948,5
40.793,-73.952,3
40.715,-73.944,5
40.721,-74.007,2
40.706,-74.017,9
40.769,-73.953,3
40.765,-73.965,13
40.712,-74.0,2
40.693,-73.993,3
40.781,-73.977,21
40.783,-73.947,5
40.719,-74.001,20
40.841,-73.941,1
40.806,-73.959,2
40.722,-73.992,3
40.683,-73.982,2
40.754,-73.996,43
40.762,-73.958,11
40.739,-73.985,44
40.724,-73.951,6
40.779,-73.983,6
40.792,-73.966,4
40.755,-74.002,9
40.733,-73.984,14
40.718,-73.997,8
40.744,-73.972,4
40.716,-73.997,2
40.681,-73.984,1
40.739,-73.997,4
40.734,-73.994,15
40.716,-74.001,4
40.765,-73.997,1
40.792,-73.944,2
40.829,-73.949,2
40.775,-73.986,4
40.761,-73.997,4
40.753,-73.976,11
40.749,-73.981,12
40.756,-73.981,8
40.745,-73.99,9
40.729,-73.86,1
40.77,-73.989,10
40.718,-73.99,12
40.692,-73.991,3
40.78,-73.948,4
40.729,-73.999,8
40.727,-74.002,19
40.716,-73.992,11
40.742,-73.973,1
40.776,-73.955,5
40.667,-73.799,2
40.74,-73.981,4
40.729,-74.008,2
40.75,-73.998,6
40.759,-74.003,1
40.709,-74.009,8
40.724,-73.986,2
40.775,-73.983,7
40.694,-73.976,1
40.675,-73.981,2
40.778,-73.943,3
40.769,-73.986,5
40.775,-73.946,5
40.787,-73.943,1
40.761,-73.996,5
40.867,-73.927,1
40.718,-73.954,1
40.721,-73.978,2
40.748,-74.003,12
40.768,-73.98,3
40.695,-73.989,1
40.769,-73.969,7
40.742,-74.003,5
40.779,-73.986,11
40.746,-73.957,1
40.807,-73.934,1
40.738,-73.977,9
40.761,-73.924,1
40.797,-73.943,2
40.801,-73.959,8
40.797,-73.965,4
40.729,-73.989,16
40.848,-73.94,3
40.716,-74.008,13
40.701,-73.942,2
40.732,-73.974,2
40.766,-73.951,2
40.752,-73.925,1
40.755,-73.929,1
40.753,-73.91,1
40.686,-73.968,1
40.685,-73.993,1
40.775,-73.976,2
40.684,-73.976,7
40.74,-74.004,7
40.796,-73.974,3
40.723,-74.011,1
40.714,-73.951,3
40.684,-73.997,2
40.796,-73.932,1
40.676,-73.971,1
40.811,-73.953,5
40.708,-74.007,14
40.728,-73.984,10
40.765,-73.985,18
40.776,-73.952,8
40.719,-73.998,14
40.767,-73.988,3
40.748,-73.99,21
40.753,-73.992,13
40.786,-73.968,1
40.639,-74.035,1
40.677,-73.987,1
40.787,-73.971,1
40.685,-73.98,2
40.721,-73.993,9
40.658,-73.976,1
40.711,-73.99,1
40.742,-73.979,5
40.779,-73.987,10
40.755,-73.998,3
40.712,-73.963,2
40.714,-73.949,7
40.665,-73.818,1
40.744,-74.005,3
40.723,-73.978,1
40.808,-73.952,1
40.696,-73.991,1
40.714,-74.005,1
40.714,-74.002,3
40.741,-73.949,1
40.714,-74.0,1
40.655,-73.79,2
40.748,-74.007,1
40.663,-73.79,2
40.716,-74.003,3
40.695,-73.949,1
40.811,-73.963,2
40.752,-74.003,4
40.722,-73.994,17
40.746,-73.971,5
40.712,-73.966,1
40.718,-73.953,2
40.724,-73.987,5
40.8,-73.965,4
40.796,-73.961,5
40.764,-73.991,2
40.698,-73.995,1
40.756,-73.929,1
40.717,-73.992,3
40.771,-73.967,2
40.726,-73.977,9
40.752,-73.927,1
40.779,-73.975,3
40.705,-74.005,5
40.674,-73.976,1
40.807,-73.946,1
40.727,-73.988,9
40.683,-73.993,1
40.698,-73.926,1
40.715,-73.952,3
40.726,-73.715,1
40.733,-73.992,9
40.731,-73.819,1
40.811,-73.958,8
40.705,-74.011,8
40.755,-73.936,1
40.751,-73.97,8
40.745,-73.974,1
40.736,-74.004,3
40.731,-73.985,10
40.754,-73.986,9
40.647,-73.781,4
40.763,-73.995,1
40.805,-73.956,3
40.678,-73.985,1
40.799,-73.966,2
40.727,-74.009,1
40.768,-73.952,1
40.77,-73.959,3
40.773,-73.877,5
40.796,-73.936,3
40.798,-73.951,1
40.827,-73.952,1
40.788,-73.972,1
40.681,-73.981,1
40.729,-73.986,10
40.792,-73.941,5
40.784,-73.978,46
40.69,-73.99,3
40.696,-73.972,1
40.75,-73.941,1
40.699,-73.815,1
40.648,-73.783,1
40.432,-74.088,1
40.784,-73.967,2
40.769,-73.943,1
40.718,-73.992,2
42.052,-71.065,1
40.735,-73.996,5
40.762,-73.949,1
40.685,-73.807,2
40.72,-73.961,1
40.767,-73.985,7
40.799,-73.948,2
40.68,-73.975,5
40.761,-73.917,1
40.79,-73.945,1
40.714,-73.954,1
40.707,-74.003,3
40.705,-73.934,1
40.706,-74.016,5
40.807,-73.928,1
40.765,-73.937,8
40.755,-74.001,3
40.754,-73.919,1
40.748,-73.991,7
40.711,-73.949,5
40.727,-73.947,1
40.788,-73.969,1
40.677,-73.977,1
40.754,-73.937,1
40.711,-74.007,2
40.716,-73.98,1
40.855,-73.937,1
40.711,-74.008,14
40.665,-73.983,1
40.776,-73.981,1
40.741,-74.009,5
40.756,-73.963,3
40.716,-74.012,2
40.716,-73.985,1
40.717,-73.95,5
40.796,-73.967,1
40.792,-73.306,1
40.734,-73.87,1
40.787,-73.969,1
40.72,-74.006,5
40.767,-73.977,1
40.823,-73.953,3
40.714,-74.016,20
40.747,-73.877,1
40.778,-73.984,1
40.739,-73.941,1
40.75,-73.97,3
40.723,-73.977,1
40.706,-74.003,1
40.764,-73.922,3
40.753,-74.0,4
40.677,-73.973,2
40.743,-73.923,1
40.687,-73.959,1
40.742,-73.972,1
40.761,-73.989,6
40.674,-73.946,1
40.697,-73.989,1
40.741,-74.0,2
40.806,-73.955,1
40.746,-73.974,1
40.813,-73.949,1
40.782,-73.977,2
40.725,-74.009,3
40.663,-73.992,1
40.753,-73.939,1
40.766,-73.986,3
40.768,-73.906,1
40.678,-74.012,1
40.652,-73.959,1
40.813,-73.938,4
40.686,-73.954,1
40.778,-73.985,7
40.796,-73.938,1
40.757,-73.965,8
40.788,-73.947,2
40.797,-73.973,1
40.795,-73.969,1
40.668,-73.983,1
40.67,-73.979,1
40.801,-73.95,1
40.76,-73.957,1
40.764,-73.99,3
40.762,-73.992,5
40.758,-73.994,4
40.648,-73.781,3
40.634,-74.023,1
40.749,-73.994,3
40.666,-73.983,1
40.679,-73.754,1
40.803,-73.949,5
40.713,-73.956,1
40.757,-73.96,1
40.675,-73.988,1
40.662,-73.791,1
40.732,-74.005,3
40.797,-73.96,1
40.728,-73.953,1
40.686,-73.981,5
40.782,-73.947,1
40.734,-73.982,4
40.751,-73.941,1
40.783,-73.97,1
40.752,-73.942,1
40.748,-73.998,1
40.675,-73.802,1
40.755,-73.997,1
40.675,-73.997,1
40.719,-73.987,6
40.782,-73.959,1
40.765,-73.963,4
40.766,-73.931,2
40.642,-73.688,1
40.68,-73.964,1
40.713,-74.012,2
40.801,-73.957,1
40.648,-73.79,1
40.719,-73.957,2
40.737,-73.973,1
40.721,-74.012,2
40.72,-73.954,1
40.801,-73.943,1
40.664,-73.898,1
40.791,-73.968,1
40.688,-73.955,1
40.738,-73.883,1
40.818,-73.96,1
40.692,-73.971,2
40.738,-73.812,2
40.664,-73.897,1
40.475,-74.047,1
40.83,-73.945,1
40.675,-73.957,1
40.693,-73.999,1
40.725,-73.947,2
40.833,-73.945,1
40.707,-74.01,3
40.746,-73.973,3
40.709,-73.94,1
40.728,-73.992,1
40.715,-73.984,9
40.672,-73.953,1
40.743,-74.006,2
40.807,-73.929,1
40.77,-73.979,1
40.75,-73.896,1
40.829,-73.948,1
40.798,-73.923,1
40.695,-73.932,1
40.763,-73.929,2
40.802,-73.945,3
40.714,-73.981,2
40.691,-73.992,2
40.69,-73.96,3
40.766,-73.926,1
40.671,-73.936,1
40.731,-73.978,1
40.765,-73.96,1
40.713,-73.988,1
40.69,-73.959,1
40.725,-73.952,1
40.665,-73.992,1
40.768,-73.978,1
40.712,-73.962,1
40.676,-73.969,1
40.695,-73.993,1
40.802,-73.942,1
40.71,-73.933,1
40.693,-73.928,2
40.681,-74.005,1
40.851,-73.939,1
40.767,-73.992,1
40.824,-73.938,1
40.682,-73.994,3
40.795,-73.946,1
40.707,-73.952,1
40.764,-73.915,1
40.731,-73.954,1
40.745,-74.005,1
40.691,-73.99,1
40.729,-73.997,1
40.712,-73.992,1
40.758,-73.929,1
40.695,-74.177,1
40.736,-73.919,1
40.803,-73.953,1
40.769,-73.928,1
40.712,-73.965,1
40.74,-74.01,1
40.75,-73.939,1
40.647,-73.786,9
40.745,-73.937,1
40.712,-74.005,2
40.718,-73.949,1
40.694,-73.959,1
40.791,-73.948,2
40.755,-74.006,1
40.81,-73.95,5
40.763,-73.92,1
40.694,-73.989,2
40.772,-73.927,1
40.68,-73.925,1
40.75,-74.007,1
40.681,-73.962,1
40.725,-73.948,3
40.684,-73.962,1
40.684,-73.977,6
40.771,-73.977,1
40.72,-73.982,1
40.754,-73.997,2
40.822,-73.94,2
40.805,-73.967,2
40.679,-74.194,1
40.652,-73.806,1
40.765,-73.923,1
40.68,-73.97,1
40.713,-74.0,1
40.732,-73.842,1
40.675,-73.971,1
40.713,-73.913,1
40.715,-73.994,2
40.722,-74.011,1
40.747,-73.953,1
40.724,-73.984,3
40.674,-73.996,1
40.688,-73.989,3
40.68,-73.982,1
40.825,-73.948,1
40.738,-74.028,1
40.686,-73.988,1
40.757,-73.916,1
40.716,-73.994,1
40.645,-73.797,1
40.746,-73.934,1
40.822,-73.939,1
40.693,-73.956,1
40.626,-73.976,1
40.763,-73.998,1
40.807,-73.944,1
40.817,-73.939,1
40.8,-73.939,1
40.681,-73.976,1
40.689,-73.972,1
40.745,-73.949,1
40.737,-74.01,1
40.673,-73.983,2
40.669,-73.986,1
40.747,-73.956,1
40.691,-73.997,1
40.778,-73.988,1
40.734,-73.822,1
40.717,-73.985,1
40.748,-73.893,1
40.793,-73.944,1
40.679,-73.974,1
40.825,-74.004,1
40.753,-73.914,1
40.804,-73.933,1
40.722,-73.836,1
40.703,-73.995,1
40.71,-73.963,1
40.764,-73.923,1
40.757,-73.931,1
40.69,-73.965,1
40.635,-73.908,1
40.864,-73.929,1
40.737,-73.934,1
40.771,-73.922,1
40.716,-73.957,1
40.69,-73.979,1
40.687,-73.976,2
40.671,-73.991,1
40.766,-73.922,1
40.669,-73.985,1
40.72,-73.958,1
40.756,-73.935,1
40.69,-73.971,2
40.787,-74.001,1
40.711,-73.955,1
40.711,-73.966,1
40.715,-73.967,1
40.757,-74.004,1
40.709,-74.018,1
40.674,-73.989,1
40.777,-73.954,1
40.801,-73.944,1
40.7,-73.942,1
40.688,-73.634,1
40.68,-73.989,1
40.713,-73.963,1
40.427,-74.071,1
40.76,-73.963,1
40.77,-73.986,1
40.686,-73.955,1
40.769,-73.991,1
40.768,-73.925,1
40.776,-73.902,1
40.814,-73.944,1
40.771,-73.905,1
40.689,-73.909,1
40.688,-73.999,1
40.682,-73.966,1
40.723,-73.844,1
40.822,-73.925,1
40.712,-73.951,1
40.649,-73.804,1
40.728,-73.908,1
